REGON;;NSK;s_osoba_us;s_typ;s_nrj;s_ad1;s_ad2;s_pkd;s_lps;s_waga;s_a4;s_a5a;s_a5b;s_a5d;s_a5e;s_a5f;s_a5g;s_a5h;s_a6;s_a7a;s_a7b;s_a7c;w_a4_1;w_request;w_a5a;w_a5b;w_a5d;w_a5e;w_a5f;w_a5g;w_a5h;w_a6;w_a7a;w_a7b;w_a7c
63441670600000;;W3P SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                             ;Anna Kwaúnica                                     ;ZT;19115  ;ul. Augusta Cieszkowskiego 90                                 ;SwarzÍdz                     ;4618 ;284;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.intercars.eu;1.0;2;2;2;2;2;2;2;2;1;1;2
63442135700000;;"FIRMA BUDOWLANA ""B.D.M."" R.KALISZAN, S.PIECHOWIAK                       ";Anna Kwaúnica                                     ;ZT;19121  ;OS. STARE ØEGRZE 133 m 2                                      ;POZNA—                       ;4120 ;19;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.biuromm.pl;1.0;1;2;2;2;2;1;2;2;2;2;2
89051660000000;;"DOROTA WENSKER P.P.H.U.""DORPLAST"" DOROTA WENSKER                        ";Marcelina Jeøak                                   ;ZT;1093   ;ul. Wa≥brzyska 29                                             ;åwidnica                     ;4649 ;30;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.odrapak.com.pl;21.0;;;;;;;;;;;
91085199500000;;MDM MICHA£ ADAMCZYK                                                     ;Ma≥gorzata Øandarska                              ;ZT;10474  ;ul. Komety 7                                                  ;Piaseczno                    ;5610 ;286;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.gutowskiaccount.pl;21.0;;;;;;;;;;;
63088135200000;;"""FIBER#1"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                       ";Anna Kwaúnica                                     ;ZT;18951  ;ul. Klaudyny Potockiej 25                                     ;PoznaÒ                       ;4222 ;257;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.fiberhost.com;1.0;odrzucone;odrzucone;odrzucone;odrzucone;odrzucone;odrzucone;odrzucone;odrzucone;odrzucone;odrzucone;odrzucone
63118207600000;;"""BASZTA"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                        ";Marcelina Jeøak                                   ;ZT;1040   ;ul. Kolejowa 29 B                                             ;Polkowice                    ;4711 ;27;0;2;0;0;0;0;0;0;0;1;1;2;2;https://www.muszkieterowie.pl;1.0;1;2;2;1;2;1;2;2;1;2;2
63123240800000;;"""FIRMA MICHA£OWSKI"" HENRYK MICHA£OWSKI SP”£KA KOMANDYTOWA               ";Anna Kwaúnica                                     ;ZT;19011  ;ul. LwÛwecka 15                                               ;Pniewy                       ;4634 ;70;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.michalowski.com.pl;1.0;1;1;2;1;2;1;2;2;1;2;2
63100048300000;;POZNA—SKI ZWI•ZEK SP”£EK WODNYCH                                        ;Anna Kwaúnica                                     ;ZT;18972  ;UL. JULIUSZA S£OWACKIEGO 13                                   ;POZNA—                       ;4291 ;26;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.pzsw.com.pl;1.0;1;2;2;2;1;2;2;2;2;2;2
81104561500000;;ZAWIEJA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                         ;Magdalena Mac                                     ;ZT;19922  ;ul. Marsza≥ka JÛzefa Pi≥sudskiego 37 m 4A                     ;Szczecin                     ;4619 ;116;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.omnibusbp.pl;1.0;1;2;2;1;2;2;2;2;1;1;2
91133020600000;;"PRZEDSI BIORSTWO HANDLOWO-US£UGOWE ""TEDMARS"" - TADEUSZ KOPERSKI         ";Mirela ZieliÒska                                  ;ZT;2447   ;ul. Bracka 6 m 10                                             ;W≥oc≥awek                    ;4531 ;18;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.tedmars.pl;21.0;;;;;;;;;;;
93186192200000;;EVR - SYSTEMS RAFA£ NADOLNY                                             ;Justyna Hornung                                   ;ZT;1316   ;ul. KwidzyÒska 3                                              ;Wroc≥aw                      ;9511 ;14;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.evr.com.pl;1.0;1;2;2;1;2;1;2;2;2;2;2
69028711600000;;"PRZEDSI BIORSTWO INSTALACJI SANITARNYCH ""EMPIS"" SP”£KA Z OGRANICZON• ODP";Eløbieta Zborowska                                ;ZT;11714  ;ul. Targowa 9                                                 ;Mielec                       ;4322 ;51;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.com.pl;21.0;;;;;;;;;;;
59225657700000;;PrzedsiÍbiorstwo Handlowo Us≥ugowe Sylwia Cebula-Nagoda                 ;RÛøa Ka≥doÒska                                    ;ZT;4828   ;ul. G≥Ûwna 88                                                 ;KleszczÛw                    ;4941 ;23;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.biuro-amicus.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
59226507900000;;H. ESSERS TRANSPORT COMPANY POLAND SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåC;Anna Kwaúnica                                     ;ZT;18803  ;ul. Przemys≥owa 23                                            ;Pi≥a                         ;4941 ;328;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.essers.com;2.0;;;;;;;;;;;
63083595500000;;MINIMAXX SOFA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                   ;Anna Kwaúnica                                     ;ZT;18945  ;ul. Szamotulska 23                                            ;Oborniki                     ;3109 ;476;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.minimaxxsofa.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
69024597400000;;KFM-FURNITURE SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                   ;Eløbieta Zborowska                                ;ZT;11702  ;ul. Fabryczna 3                                               ;Kolbuszowa                   ;3109 ;341;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.kmf-paidi.com.pl;21.0;;;;;;;;;;;
81209053000000;;"PIW ""JMB"" SP. Z O.O.                                                    ";Magdalena Mac                                     ;ZT;19980  ;Budno 31                                                      ;GoleniÛw                     ;2711 ;348;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.jmbwind.com;1.0;2;2;2;1;2;2;2;2;1;2;2
52279436100000;;J. N DZA SP”£KA JAWNA                                                   ;Magdalena Adamczyk                                ;ZT;15936  ;ul. åniadeckich 29                                            ;Koszalin                     ;4773Z;14;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.constans.net.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
63026174400000;;"""ROMAR POLSPED"" ROBERT WIECZOREK                                        ";Anna Kwaúnica                                     ;ZT;18871  ;ul. Kolejowa 35                                               ;Kobylnica                    ;4941 ;22;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.romarpolsped.pl;1.0;1;1;2;2;2;1;2;2;1;1;1
69033270400000;;PRZEDSI BIORSTWO POLGRAF SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•        ;Eløbieta Zborowska                                ;ZT;11732  ;ul. Wojska Polskiego 3                                        ;Mielec                       ;5814 ;27;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.pressmedia.com.pl;1.0;2;1;2;1;2;1;2;2;1;2;2
93107395200000;;APTITUDE SOFTWARE (POLAND) SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•      ;Justyna Hornung                                   ;ZT;1292   ;ul. Muchoborska 6                                             ;Wroc≥aw                      ;6201 ;240;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.aptitudesofware.com;21.0;;;;;;;;;;;
63459188100000;;PROFILE VOX SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI• SP”£KA KOMANDYTOWA  ;Anna Kwaúnica                                     ;ZT;19168  ;ul. GdyÒska 143                                               ;Czerwonak                    ;2223 ;383;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.vox.pl;1.0;1;1;2;1;1;1;2;2;2;2;1
93116010200000;;TRANS-POL SZCZ åNIAK PIOTR                                              ;Justyna Hornung                                   ;ZT;1302   ;ul. K≥odzka 4                                                 ;Kobierzyce                   ;4520Z;13;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.przeglady-rogow.pl/;1.0;odrzucone;odrzucone;odrzucone;odrzucone;odrzucone;odrzucone;odrzucone;odrzucone;odrzucone;odrzucone;odrzucone
93266595600000;;ANETA SIWARGA PROSTAR                                                   ;Justyna Hornung                                   ;ZT;1394   ;ul. Krzemieniecka 56                                          ;Wroc≥aw                      ;7022 ;10;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.triplex.pl;1.0;1;1;2;1;2;2;2;2;1;2;1
63445362400000;;"""WSS DETAL"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                     ";Anna Kwaúnica                                     ;ZT;19125  ;ul. Druskienicka 12                                           ;PoznaÒ                       ;4711 ;323;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.spar.pl;1.0;1;1;2;1;2;1;2;2;1;2;1
69043423800000;;COBI FACTORY SP”£KA AKCYJNA                                             ;Eløbieta Zborowska                                ;ZT;11750  ;ul. Wojska Polskiego 3                                        ;Mielec                       ;3240 ;364;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.cobi.pl;1.0;1;1;2;1;2;1;2;2;1;1;1
69168633800000;;ZPHU VERTIPOL S.C. A. KOPACZY—SKI, K. KOPACZY—SKA                       ;Eløbieta Zborowska                                ;ZT;11835  ;GÛra Ropczycka 2G                                             ;SÍdziszÛw Ma≥opolski         ;2223 ;14;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.vertipol.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
85019699900000;;1. TRANSPORT TOWAROWY PAWE£ NOWAK 2. NOWAK TRANSPORT PAWE£ NOWAK        ;Jaros≥aw £ubiÒski                                 ;ZT;6662   ;£Íkawka 56A                                                   ;Tarnowiec                    ;4941 ;20;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.nowak-transport.eu;1.0;1;2;2;2;2;1;2;2;1;1;2
69066557000000;;ZIAJA RZESZ”W SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI• SP”£KA KOMANDYTOWA;Eløbieta Zborowska                                ;ZT;11796  ;ul. Technologiczna 42                                         ;RzeszÛw                      ;4645Z;10;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.ziaja.com.pl;1.0;1;1;2;2;1;1;2;2;2;2;1
65094922900000;;"Van Luyen Nguyen Bar Azjatycki ""SAI GON""                                ";Eløbieta Zborowska                                ;ZT;11636  ;ul. Juliana Konstantego Ordona 8                              ;Przemyúl                     ;5610 ;13;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.yahoo.com;1.0;1;1;2;2;2;2;2;2;1;1;1
71014695500000;;"PRZEDSI BIORSTWO PRODUKCYJNO HANDLOWO US£UGOWE ""AWENTA"" WALDEMAR CHOMKA ";Ma≥gorzata Øandarska                              ;ZT;10341  ;ul. Stefana Øeromskiego 11A                                   ;MiÒsk Mazowiecki             ;6820 ;11;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.awenta.pl;1.0;1;2;2;2;2;1;2;2;2;2;2
63429814100000;;MACO PRODUCTIONS POLONIA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•        ;Marcelina Jeøak                                   ;ZT;1042   ;ul. Szwajcarska 22                                            ;Wroc≥aw                      ;3250 ;551;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.macopharma.pl;2.0;;;;;;;;;;;
53141529900000;;SKLEP OBUWNICZO-PRZEMYS£OWY LUCYNA MACIEJOWSKA                          ;Paulina Ciesielska                                ;ZT;10915  ;ul. KrÛlowej Jadwigi 5                                        ;GrodkÛw                      ;4772 ;10;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.wp.eu;1.0;1;1;2;2;1;1;2;2;2;2;1
69176032000000;;DOM-TRANS SP. JAWNA,STRASZ CIN                                          ;Eløbieta Zborowska                                ;ZT;11852  ;StraszÍcin 4                                                  ;StraszÍcin                   ;4941 ;71;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.dom-trans.com.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
71028726500000;;ZAK£AD KRAWIECKI `KAJA` MARIA RYCIELSKA                                 ;Ma≥gorzata Øandarska                              ;ZT;10349  ;ul. Henryka Sienkiewicza 27/29                                ;MiÒsk Mazowiecki             ;1413 ;13;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.mmaliszewska.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
97056062400000;;PREZERO SERVICE ZACH”D SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•          ;Jolanta Czokaj≥o                                  ;ZT;3719   ;ul. Szosa Bytomska 1                                          ;Nowa SÛl                     ;3811 ;203;0;2;0;0;0;0;0;0;0;2;1;2;1;https://www.prezero.com;1.0;2;2;2;2;2;2;2;2;1;1;1
53243093500000;;REMTECH SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                         ;Paulina Ciesielska                                ;ZT;11004  ;ul. Dzia≥kowca 89                                             ;Zdzieszowice                 ;2511 ;111;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.remtech-zdz.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
52267183600000;;ECO CLEAN ENERGY SP”£KA AKCYJNA                                         ;Jolanta Czokaj≥o                                  ;ZT;4716   ;ul. Przemys≥owa 7                                             ;Be≥chatÛw                    ;3822Z;42;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.eco-abc.com.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
67009300800000;;"""A AND M LAKTOMAR"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•              ";Ma≥gorzata Øandarska                              ;ZT;10182  ;ul. Przemys≥owa 9C                                            ;Kozienice                    ;4639 ;12;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.orange.pl;1.0;1;1;2;1;1;1;2;2;1;1;1
97001707300000;;DBW-POLSKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                      ;Jolanta Czokaj≥o                                  ;ZT;3663   ;GÛrzykowo 1A                                                  ;Cigacice                     ;2932 ;227;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.dbw.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
67289968400000;;"""GROSIK"" KRZESI—SKI I SP”£KA, SP”£KA JAWNA                              ";Ma≥gorzata Øandarska                              ;ZT;10293  ;ul. Marii Konopnickiej 3 m 1 U                                ;Bia≥obrzegi                  ;4711 ;88;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.grosikmarket.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
87057801800000;;SENI SP”£KA AKCYJNA                                                     ;Mirela ZieliÒska                                  ;ZT;2322   ;ul. gen. W≥adys≥awa Sikorskiego 66                            ;Brodnica                     ;1399 ;440;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.seni.pl/;1.0;1;2;2;1;2;2;2;2;1;2;2
71164183000000;;CZARNOCKA ALICJA DZIA£ALNOå∆ GASTRONOMICZNA                             ;Ma≥gorzata Øandarska                              ;ZT;10392  ;ul. Aleja 550-lecia 1                                         ;Soko≥Ûw Podlaski             ;5629 ;21;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.edcom.biz.pl;1.0;1;2;2;1;2;2;2;2;1;2;2
63981681800000;;PURPAN SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                          ;Aneta Witkowska                                   ;ZT;17114  ;ul. KrÛlewiecka 53                                            ;Braniewo                     ;4752 ;17;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.bricomarche.pl;2.0;;;;;;;;;;;
97040556200000;;"""GORESS"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                        ";Jolanta Czokaj≥o                                  ;ZT;3707   ;ul. Przysz≥oúci 7                                             ;Nowa SÛl                     ;4941 ;10;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.goress.com;1.0;1;2;2;2;2;2;2;2;2;2;2
87158708300000;;JAWOR SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                           ;Mirela ZieliÒska                                  ;ZT;2367   ;ul. Boles≥awa Chrobrego 121                                   ;ToruÒ                        ;4120 ;50;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.decret-torun.pl;1.0;1;2;2;1;2;1;2;2;2;2;1
69003969000000;;KR”L & KNAPIK SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                   ;Eløbieta Zborowska                                ;ZT;11679  ;al. Armii Krajowej 60                                         ;RzeszÛw                      ;4511 ;28;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.krol-knapik.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
73112098800000;;"P.P.H.U. ""GAMBEX"" EXPORT IMPORT MICHA£ GO£•BEK                          ";RÛøa Ka≥doÒska                                    ;ZT;4921   ;ZagÛrcze 26                                                   ;Brπszewice                   ;1624Z;19;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.gambex.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
63976699000000;;"P.P.H.U. ""TOM-BUD"" SP”£KA CYWILNA TOMASZ ANDRASZYK, TOMASZ NADSTAZIK    ";Anna Kwaúnica                                     ;ZT;19211  ;ul. Michalin 25                                               ;Buk                          ;4211 ;19;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.tombud.org.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
63985212200000;;PASCAL SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                          ;Magdalena Adamczyk                                ;ZT;15952  ;ul. Bielska 34A                                               ;Pszczyna                     ;4711 ;36;0;2;0;0;0;0;0;0;0;1;2;2;2;https://www.intermarche.pl;1.0;1;2;2;1;2;1;2;2;1;1;1
65023531700000;;"""KIM"" KUèMA SP”£KA JAWNA                                                ";Eløbieta Zborowska                                ;ZT;11623  ;ul. Pruchnicka 15A                                            ;Jaros≥aw                     ;4643 ;33;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.kim-jaroslaw.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
69033569000000;;"""REVISION - RZESZ”W J”ZEF KR”L SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•"" ";Eløbieta Zborowska                                ;ZT;11734  ;ul. bp. JÛzefa Sebastiana Pelczara 6C m 8                     ;RzeszÛw                      ;6920 ;26;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.rs.rzeszow.pl;1.0;1;2;2;2;2;1;2;2;1;2;2
69057275600000;;FIRMA MAZAK W. WSZO£EK, M. KLIMEK SP”£KA JAWNA                          ;Eløbieta Zborowska                                ;ZT;11787  ;ul. Rynek 14                                                  ;SÍdziszÛw Ma≥opolski         ;6190 ;24;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.firmamazak.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
57211046400000;;"""THULE"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                         ";Anna Kwaúnica                                     ;ZT;18793  ;Huta Szklana 91                                               ;Krzyø Wielkopolski           ;2932 ;737;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.thule.com;2.0;;;;;;;;;;;
